number	link	level	title	classitication	solved	avg_attempt
12343	https://www.acmicpc.net/problem/12343	Diamond IV	Treasure (Large)	깊이 우선 탐색	8	1.88
16762	https://www.acmicpc.net/problem/16762	Diamond IV	The Cow Gathering	깊이 우선 탐색	25	3.88
17507	https://www.acmicpc.net/problem/17507	Diamond IV	시간여행자의 실험기록	깊이 우선 탐색	5	1.2
3311	https://www.acmicpc.net/problem/3311	Diamond III	Traffic	깊이 우선 탐색	17	2.59
3419	https://www.acmicpc.net/problem/3419	Diamond III	Racing Car Trail	깊이 우선 탐색	16	2.31
5477	https://www.acmicpc.net/problem/5477	Diamond III	마라톤 훈련 방해하기	깊이 우선 탐색	19	2.53
5871	https://www.acmicpc.net/problem/5871	Diamond III	Balanced Trees	깊이 우선 탐색	4	1.25
7149	https://www.acmicpc.net/problem/7149	Diamond III	Can of Worms	깊이 우선 탐색	17	3.35
11598	https://www.acmicpc.net/problem/11598	Diamond III	Falling Blocks	깊이 우선 탐색	4	2.25
15137	https://www.acmicpc.net/problem/15137	Diamond III	Grand Test	깊이 우선 탐색	15	3.4
17146	https://www.acmicpc.net/problem/17146	Diamond III	IZLET	깊이 우선 탐색	9	1.89
17708	https://www.acmicpc.net/problem/17708	Diamond III	Sandwich	깊이 우선 탐색	10	1.1
18848	https://www.acmicpc.net/problem/18848	Diamond III	Capital City	깊이 우선 탐색	9	1.22
18929	https://www.acmicpc.net/problem/18929	Diamond III	Knights of Round Table	깊이 우선 탐색	15	1.27
10134	https://www.acmicpc.net/problem/10134	Diamond II	Tourism	깊이 우선 탐색	6	5.17
12626	https://www.acmicpc.net/problem/12626	Diamond II	Football Team (Large)	깊이 우선 탐색	3	1.67
15768	https://www.acmicpc.net/problem/15768	Diamond II	Duathlon	깊이 우선 탐색	20	2.45
17309	https://www.acmicpc.net/problem/17309	Diamond II	Enchanted Forest	깊이 우선 탐색	3	1.67
17376	https://www.acmicpc.net/problem/17376	Diamond II	룰렛	깊이 우선 탐색	11	2.09
15867	https://www.acmicpc.net/problem/15867	Diamond I	Subway	깊이 우선 탐색	13	3.23
18831	https://www.acmicpc.net/problem/18831	Diamond I	문제를 푸는 문제	깊이 우선 탐색	3	1
18846	https://www.acmicpc.net/problem/18846	Diamond I	Harvest	깊이 우선 탐색	4	1
12770	https://www.acmicpc.net/problem/12770	Ruby V	Longest Rivers	깊이 우선 탐색	8	1.75
13516	https://www.acmicpc.net/problem/13516	Ruby V	트리와 쿼리 7	깊이 우선 탐색	13	6.46
16984	https://www.acmicpc.net/problem/16984	Ruby V	Unique Cities	깊이 우선 탐색	15	1.07
18372	https://www.acmicpc.net/problem/18372	Ruby V	트리와 쿼리 14	깊이 우선 탐색	16	2.13
19862	https://www.acmicpc.net/problem/19862	Ruby V	Koosaga's problem	깊이 우선 탐색	7	1.43
16663	https://www.acmicpc.net/problem/16663	Ruby IV	Distance Sum	깊이 우선 탐색	9	5.56
18794	https://www.acmicpc.net/problem/18794	Ruby IV	트리와 쿼리 15	깊이 우선 탐색	7	5.71
18932	https://www.acmicpc.net/problem/18932	Ruby IV	트리와 쿼리 16	깊이 우선 탐색	5	5.2
19915	https://www.acmicpc.net/problem/19915	Ruby IV	Split the Attractions	깊이 우선 탐색	11	1
17463	https://www.acmicpc.net/problem/17463	Ruby III	"교준이의 심부름꾼, 민제의 고충 (""Circle"" Ver.)"	깊이 우선 탐색	4	2.75
14470	https://www.acmicpc.net/problem/14470	Bronze IV	전자레인지	시뮬레이션	614	1.19
1333	https://www.acmicpc.net/problem/1333	Bronze III	부재중 전화	시뮬레이션	304	3.72
1942	https://www.acmicpc.net/problem/1942	Bronze III	디지털시계	시뮬레이션	119	1.71
2460	https://www.acmicpc.net/problem/2460	Bronze III	지능형 기차 2	시뮬레이션	3052	1.14
9517	https://www.acmicpc.net/problem/9517	Bronze III	아이 러브 크로아티아	시뮬레이션	1238	2.31
14041	https://www.acmicpc.net/problem/14041	Bronze III	Arrival Time	시뮬레이션	9	1.11
14656	https://www.acmicpc.net/problem/14656	Bronze III	조교는 새디스트야!!	시뮬레이션	1234	1.2
14920	https://www.acmicpc.net/problem/14920	Bronze III	3n+1 수열	시뮬레이션	933	1.32
16917	https://www.acmicpc.net/problem/16917	Bronze III	양념 반 후라이드 반	시뮬레이션	640	1.63
1173	https://www.acmicpc.net/problem/1173	Bronze II	운동	시뮬레이션	859	2.94
1592	https://www.acmicpc.net/problem/1592	Bronze II	영식이와 친구들	시뮬레이션	1314	1.57
1672	https://www.acmicpc.net/problem/1672	Bronze II	DNA 해독	시뮬레이션	520	1.81
2161	https://www.acmicpc.net/problem/2161	Bronze II	카드1	시뮬레이션	2659	1.38
3189	https://www.acmicpc.net/problem/3189	Bronze II	tomo	시뮬레이션	12	2.67
4107	https://www.acmicpc.net/problem/4107	Bronze II	Knitting	시뮬레이션	10	1
4176	https://www.acmicpc.net/problem/4176	Bronze II	Digits	시뮬레이션	14	2.57
4197	https://www.acmicpc.net/problem/4197	Bronze II	Logo	시뮬레이션	11	1.09
5866	https://www.acmicpc.net/problem/5866	Bronze II	Meet and Greet	시뮬레이션	39	2.41
6368	https://www.acmicpc.net/problem/6368	Bronze II	"P,MTHBGWB"	시뮬레이션	12	1.25
6795	https://www.acmicpc.net/problem/6795	Bronze II	Up and Down	시뮬레이션	15	1.27
10040	https://www.acmicpc.net/problem/10040	Bronze II	투표	시뮬레이션	520	1.7
10104	https://www.acmicpc.net/problem/10104	Bronze II	Party Invitation	시뮬레이션	6	1
10810	https://www.acmicpc.net/problem/10810	Bronze II	공 넣기	시뮬레이션	1302	1.31
10811	https://www.acmicpc.net/problem/10811	Bronze II	바구니 뒤집기	시뮬레이션	1099	1.31
10813	https://www.acmicpc.net/problem/10813	Bronze II	공 바꾸기	시뮬레이션	1597	1.15
11264	https://www.acmicpc.net/problem/11264	Bronze II	Logical Functions: AND-OR	시뮬레이션	14	1.29
11297	https://www.acmicpc.net/problem/11297	Bronze II	Cypher	시뮬레이션	74	1.95
11648	https://www.acmicpc.net/problem/11648	Bronze II	지속	시뮬레이션	502	1.25
13419	https://www.acmicpc.net/problem/13419	Bronze II	탕수육	시뮬레이션	519	1.24
14792	https://www.acmicpc.net/problem/14792	Bronze II	Bathroom Stalls (Small1)	시뮬레이션	60	1.22
15180	https://www.acmicpc.net/problem/15180	Bronze II	Fitness	시뮬레이션	19	1.58
6069	https://www.acmicpc.net/problem/6069	Bronze I	Switching Lights	시뮬레이션	45	1.33
6178	https://www.acmicpc.net/problem/6178	Bronze I	Lake Making	시뮬레이션	20	1.35
6426	https://www.acmicpc.net/problem/6426	Bronze I	Psuedo-Random Numbers	시뮬레이션	44	1.3
6796	https://www.acmicpc.net/problem/6796	Bronze I	Punchy	시뮬레이션	12	1.25
9047	https://www.acmicpc.net/problem/9047	Bronze I	6174	시뮬레이션	508	2.19
9227	https://www.acmicpc.net/problem/9227	Bronze I	W**h y**r mouth out with s**p	시뮬레이션	25	3.16
9358	https://www.acmicpc.net/problem/9358	Bronze I	순열 접기 게임	시뮬레이션	188	1.61
9843	https://www.acmicpc.net/problem/9843	Bronze I	LVM	시뮬레이션	3	1
10701	https://www.acmicpc.net/problem/10701	Bronze I	PAPRIKA	시뮬레이션	13	1.31
11070	https://www.acmicpc.net/problem/11070	Bronze I	피타고라스 기댓값	시뮬레이션	628	4.08
11504	https://www.acmicpc.net/problem/11504	Bronze I	돌려 돌려 돌림판!	시뮬레이션	544	1.98
14184	https://www.acmicpc.net/problem/14184	Bronze I	IOI 2017 Logo	시뮬레이션	33	2.03
18067	https://www.acmicpc.net/problem/18067	Bronze I	Accurate Movement	시뮬레이션	19	1.21
1063	https://www.acmicpc.net/problem/1063	Silver V	킹	시뮬레이션	1307	3.03
1524	https://www.acmicpc.net/problem/1524	Silver V	세준세비	시뮬레이션	129	2
2811	https://www.acmicpc.net/problem/2811	Silver V	상범이의 우울	시뮬레이션	63	3.57
2947	https://www.acmicpc.net/problem/2947	Silver V	나무 조각	시뮬레이션	1792	1.9
4291	https://www.acmicpc.net/problem/4291	Silver V	Brownie Points I	시뮬레이션	9	2.33
5599	https://www.acmicpc.net/problem/5599	Silver V	カ?ドの?び替え	시뮬레이션	43	1.21
6169	https://www.acmicpc.net/problem/6169	Silver V	Long Distance Racing	시뮬레이션	57	1.65
6372	https://www.acmicpc.net/problem/6372	Silver V	Microprocessor Simulation	시뮬레이션	3	1.67
9819	https://www.acmicpc.net/problem/9819	Silver V	Color Change of Go Game Pieces	시뮬레이션	2	1
11739	https://www.acmicpc.net/problem/11739	Silver V	Easy Problemset	시뮬레이션	34	1.12
13901	https://www.acmicpc.net/problem/13901	Silver V	로봇	시뮬레이션	299	2.82
15088	https://www.acmicpc.net/problem/15088	Silver V	Game of Throwns	시뮬레이션	29	2.55
15235	https://www.acmicpc.net/problem/15235	Silver V	Olympiad Pizza	시뮬레이션	53	1.06
16611	https://www.acmicpc.net/problem/16611	Silver V	Kleptography	시뮬레이션	21	1.05
2082	https://www.acmicpc.net/problem/2082	Silver IV	시계	시뮬레이션	99	1.44
2310	https://www.acmicpc.net/problem/2310	Silver IV	어드벤처 게임	시뮬레이션	29	3.07
2597	https://www.acmicpc.net/problem/2597	Silver IV	줄자접기	시뮬레이션	178	2.21
2840	https://www.acmicpc.net/problem/2840	Silver IV	행운의 바퀴	시뮬레이션	415	5.5
3048	https://www.acmicpc.net/problem/3048	Silver IV	개미	시뮬레이션	679	2.24
3168	https://www.acmicpc.net/problem/3168	Silver IV	stolni	시뮬레이션	6	2.5
4389	https://www.acmicpc.net/problem/4389	Silver IV	Demerit Points	시뮬레이션	2	2.5
7532	https://www.acmicpc.net/problem/7532	Silver IV	Dart Scoring	시뮬레이션	3	2
7597	https://www.acmicpc.net/problem/7597	Silver IV	Tennis	시뮬레이션	56	1.14
9834	https://www.acmicpc.net/problem/9834	Silver IV	Card	시뮬레이션	2	1
14654	https://www.acmicpc.net/problem/14654	Silver IV	스테판 쿼리	시뮬레이션	191	2.38
1168	https://www.acmicpc.net/problem/1168	Silver III	요세푸스 문제 2	시뮬레이션	997	2.31
1966	https://www.acmicpc.net/problem/1966	Silver III	프린터 큐	시뮬레이션	8807	1.85
2980	https://www.acmicpc.net/problem/2980	Silver III	도로와 신호등	시뮬레이션	590	2.11
4452	https://www.acmicpc.net/problem/4452	Silver III	Lightning Lessons	시뮬레이션	4	1.75
6373	https://www.acmicpc.net/problem/6373	Silver III	Round and Round We Go	시뮬레이션	28	2.04
6972	https://www.acmicpc.net/problem/6972	Silver III	Double Knockout Competition	시뮬레이션	2	2
9436	https://www.acmicpc.net/problem/9436	Silver III	Round Robin	시뮬레이션	60	2.52
14594	https://www.acmicpc.net/problem/14594	Silver III	동방 프로젝트 (Small)	시뮬레이션	231	1.48
15594	https://www.acmicpc.net/problem/15594	Silver III	Out of Place	시뮬레이션	100	1.88
17204	https://www.acmicpc.net/problem/17204	Silver III	죽음의 게임	시뮬레이션	266	1.54
3987	https://www.acmicpc.net/problem/3987	Silver II	보이저 1호	시뮬레이션	471	4.93
5212	https://www.acmicpc.net/problem/5212	Silver II	지구 온난화	시뮬레이션	582	1.73
5587	https://www.acmicpc.net/problem/5587	Silver II	카드 캡터 상근이	시뮬레이션	88	2.24
8911	https://www.acmicpc.net/problem/8911	Silver II	거북이	시뮬레이션	625	2.16
10434	https://www.acmicpc.net/problem/10434	Silver II	행복한 소수	시뮬레이션	213	2.77
10771	https://www.acmicpc.net/problem/10771	Silver II	Wait Time	시뮬레이션	13	1.15
15662	https://www.acmicpc.net/problem/15662	Silver II	톱니바퀴 (2)	시뮬레이션	563	1.37
16826	https://www.acmicpc.net/problem/16826	Silver II	GuruGuru	시뮬레이션	17	1.18
16924	https://www.acmicpc.net/problem/16924	Silver II	십자가 찾기	시뮬레이션	229	2.47
1052	https://www.acmicpc.net/problem/1052	Silver I	물병	시뮬레이션	359	2.8
1694	https://www.acmicpc.net/problem/1694	Silver I	FEN 체스	시뮬레이션	6	2
1713	https://www.acmicpc.net/problem/1713	Silver I	후보 추천하기	시뮬레이션	1102	3.01
3258	https://www.acmicpc.net/problem/3258	Silver I	컴포트	시뮬레이션	43	2.07
11761	https://www.acmicpc.net/problem/11761	Silver I	Shuffling Along	시뮬레이션	31	1.42
13335	https://www.acmicpc.net/problem/13335	Silver I	트럭	시뮬레이션	972	1.98
14891	https://www.acmicpc.net/problem/14891	Silver I	톱니바퀴	시뮬레이션	5719	1.93
15258	https://www.acmicpc.net/problem/15258	Silver I	Assignment Algorithm	시뮬레이션	29	1.07
17199	https://www.acmicpc.net/problem/17199	Silver I	Milk Factory	시뮬레이션	123	1.76
17538	https://www.acmicpc.net/problem/17538	Silver I	Jar of Water Game	시뮬레이션	5	3.6
1756	https://www.acmicpc.net/problem/1756	Gold V	피자 굽기	시뮬레이션	525	3.57
2174	https://www.acmicpc.net/problem/2174	Gold V	로봇 시뮬레이션	시뮬레이션	1199	4.34
2636	https://www.acmicpc.net/problem/2636	Gold V	치즈	시뮬레이션	3041	2
3190	https://www.acmicpc.net/problem/3190	Gold V	뱀	시뮬레이션	6442	2.83
4419	https://www.acmicpc.net/problem/4419	Gold V	호주식 투표법	시뮬레이션	18	4.33
5707	https://www.acmicpc.net/problem/5707	Gold V	Brothers	시뮬레이션	7	1
10515	https://www.acmicpc.net/problem/10515	Gold V	Refueling Stops	시뮬레이션	6	2
12593	https://www.acmicpc.net/problem/12593	Gold V	Theme Park (Small)	시뮬레이션	9	1
12739	https://www.acmicpc.net/problem/12739	Gold V	돌림판 (Small)	시뮬레이션	56	1.54
14499	https://www.acmicpc.net/problem/14499	Gold V	주사위 굴리기	시뮬레이션	6809	2.42
14503	https://www.acmicpc.net/problem/14503	Gold V	로봇 청소기	시뮬레이션	7905	1.94
14719	https://www.acmicpc.net/problem/14719	Gold V	빗물	시뮬레이션	440	1.8
15683	https://www.acmicpc.net/problem/15683	Gold V	감시	시뮬레이션	4970	2.45
16234	https://www.acmicpc.net/problem/16234	Gold V	인구 이동	시뮬레이션	4503	2.77
17144	https://www.acmicpc.net/problem/17144	Gold V	미세먼지 안녕!	시뮬레이션	3875	1.87
18935	https://www.acmicpc.net/problem/18935	Gold V	Checks Post Facto 스페셜 저지	시뮬레이션	5	1.8
19832	https://www.acmicpc.net/problem/19832	Gold V	Configuration file	시뮬레이션	2	3.5
1091	https://www.acmicpc.net/problem/1091	Gold IV	카드 섞기	시뮬레이션	125	2.81
2638	https://www.acmicpc.net/problem/2638	Gold IV	치즈	시뮬레이션	2255	2.2
2733	https://www.acmicpc.net/problem/2733	Gold IV	Brainf*ck	시뮬레이션	96	4.17
3709	https://www.acmicpc.net/problem/3709	Gold IV	레이저빔은 어디로	시뮬레이션	120	2.07
5827	https://www.acmicpc.net/problem/5827	Gold IV	What's Up With Gravity	시뮬레이션	35	4.11
6587	https://www.acmicpc.net/problem/6587	Gold IV	France '98	시뮬레이션	5	1
8972	https://www.acmicpc.net/problem/8972	Gold IV	미친 아두이노	시뮬레이션	94	4.03
9186	https://www.acmicpc.net/problem/9186	Gold IV	The Same Game	시뮬레이션	3	1.33
10836	https://www.acmicpc.net/problem/10836	Gold IV	여왕벌	시뮬레이션	540	2.79
12764	https://www.acmicpc.net/problem/12764	Gold IV	싸지방에 간 준하	시뮬레이션	158	3.59
15685	https://www.acmicpc.net/problem/15685	Gold IV	드래곤 커브	시뮬레이션	4380	1.93
16236	https://www.acmicpc.net/problem/16236	Gold IV	아기 상어	시뮬레이션	4948	2.58
16768	https://www.acmicpc.net/problem/16768	Gold IV	Mooyo Mooyo	시뮬레이션	209	2.02
17135	https://www.acmicpc.net/problem/17135	Gold IV	캐슬 디펜스	시뮬레이션	2562	3.36
17140	https://www.acmicpc.net/problem/17140	Gold IV	이차원 배열과 연산	시뮬레이션	2418	2.29
17779	https://www.acmicpc.net/problem/17779	Gold IV	게리맨더링 2	시뮬레이션	1543	1.88
19238	https://www.acmicpc.net/problem/19238	Gold IV	스타트 택시	시뮬레이션	459	5.07
2931	https://www.acmicpc.net/problem/2931	Gold III	가스관	시뮬레이션	645	3.45
2933	https://www.acmicpc.net/problem/2933	Gold III	미네랄	시뮬레이션	903	4.22
8982	https://www.acmicpc.net/problem/8982	Gold III	수족관 1	시뮬레이션	342	2.67
10253	https://www.acmicpc.net/problem/10253	Gold III	헨리	시뮬레이션	1206	3.47
15094	https://www.acmicpc.net/problem/15094	Gold III	Workout for a Dumbbell	시뮬레이션	9	1.44
17822	https://www.acmicpc.net/problem/17822	Gold III	원판 돌리기	시뮬레이션	1610	3.32
18500	https://www.acmicpc.net/problem/18500	Gold III	미네랄 2	시뮬레이션	129	2.22
18808	https://www.acmicpc.net/problem/18808	Gold III	스티커 붙이기	시뮬레이션	591	1.61
19236	https://www.acmicpc.net/problem/19236	Gold III	청소년 상어	시뮬레이션	497	1.54
19237	https://www.acmicpc.net/problem/19237	Gold III	어른 상어	시뮬레이션	383	2.69
1917	https://www.acmicpc.net/problem/1917	Gold II	정육면체 전개도	시뮬레이션	60	3.47
5577	https://www.acmicpc.net/problem/5577	Gold II	RBY팡!	시뮬레이션	75	3.05
12594	https://www.acmicpc.net/problem/12594	Gold II	Theme Park (Large)	시뮬레이션	8	2.25
13787	https://www.acmicpc.net/problem/13787	Gold II	Infinity Maze	시뮬레이션	5	4.6
15653	https://www.acmicpc.net/problem/15653	Gold II	구슬 탈출 4	시뮬레이션	518	2.44
15730	https://www.acmicpc.net/problem/15730	Gold II	수영장 사장님	시뮬레이션	49	3.33
17143	https://www.acmicpc.net/problem/17143	Gold II	낚시왕	시뮬레이션	2570	4.46
17470	https://www.acmicpc.net/problem/17470	Gold II	배열 돌리기 5	시뮬레이션	11	7.45
17780	https://www.acmicpc.net/problem/17780	Gold II	새로운 게임	시뮬레이션	325	2.61
17837	https://www.acmicpc.net/problem/17837	Gold II	새로운 게임 2	시뮬레이션	1319	2.22
18606	https://www.acmicpc.net/problem/18606	Gold II	Block Breaker	시뮬레이션	3	1
1113	https://www.acmicpc.net/problem/1113	Gold I	수영장 만들기	시뮬레이션	356	3.55
2540	https://www.acmicpc.net/problem/2540	Gold I	계란	시뮬레이션	29	3.1
3678	https://www.acmicpc.net/problem/3678	Gold I	카탄의 개척자	시뮬레이션	146	2.82
4577	https://www.acmicpc.net/problem/4577	Gold I	소코반	시뮬레이션	181	3.96
5373	https://www.acmicpc.net/problem/5373	Gold I	큐빙	시뮬레이션	1672	2.77
5781	https://www.acmicpc.net/problem/5781	Gold I	Grandpa’s Rubik Cube	시뮬레이션	3	1
6063	https://www.acmicpc.net/problem/6063	Gold I	Rubik's Cube	시뮬레이션	8	6.75
9972	https://www.acmicpc.net/problem/9972	Gold I	Rubik’s Cube Solver	시뮬레이션	3	1.33
16939	https://www.acmicpc.net/problem/16939	Gold I	2×2×2 큐브	시뮬레이션	238	2.19
18809	https://www.acmicpc.net/problem/18809	Gold I	Gaaaaaaaaaarden	시뮬레이션	508	2.56
19537	https://www.acmicpc.net/problem/19537	Gold I	전투 시뮬레이션	시뮬레이션	48	4.98
1728	https://www.acmicpc.net/problem/1728	Platinum V	구슬 굴리기	시뮬레이션	38	2.08
3025	https://www.acmicpc.net/problem/3025	Platinum V	돌 던지기	시뮬레이션	96	5.94
11984	https://www.acmicpc.net/problem/11984	Platinum V	Lights Out (Gold)	시뮬레이션	9	2
14324	https://www.acmicpc.net/problem/14324	Platinum V	Rain (Small)	시뮬레이션	11	1.73
17581	https://www.acmicpc.net/problem/17581	Platinum V	Cube Surface Puzzle	시뮬레이션	4	1.75
17788	https://www.acmicpc.net/problem/17788	Platinum V	Gluttonous Goop	시뮬레이션	29	2.59
18161	https://www.acmicpc.net/problem/18161	Platinum V	마스터마인드	시뮬레이션	5	2.8
18765	https://www.acmicpc.net/problem/18765	Platinum V	정*수-를+[만들자!]	시뮬레이션	16	1.25
19235	https://www.acmicpc.net/problem/19235	Platinum V	모노미노도미노	시뮬레이션	186	5.78
19541	https://www.acmicpc.net/problem/19541	Platinum V	역학 조사	시뮬레이션	162	2.27
6371	https://www.acmicpc.net/problem/6371	Platinum IV	Follow My Logic	시뮬레이션	2	1.5
15778	https://www.acmicpc.net/problem/15778	Platinum IV	Yut Nori	시뮬레이션	73	1.33
2944	https://www.acmicpc.net/problem/2944	Platinum II	수박 던지기 게임	시뮬레이션	25	3.52
11673	https://www.acmicpc.net/problem/11673	Platinum II	Hole in One	시뮬레이션	11	4.36
14801	https://www.acmicpc.net/problem/14801	Platinum II	Play the Dragon (Small)	시뮬레이션	10	4.4
16610	https://www.acmicpc.net/problem/16610	Platinum II	Jinxed Betting	시뮬레이션	17	2.94
17229	https://www.acmicpc.net/problem/17229	Platinum II	아싸 너!	시뮬레이션	5	2.6
18860	https://www.acmicpc.net/problem/18860	Platinum II	대문 밖을 나설 때	시뮬레이션	13	1.69
1055	https://www.acmicpc.net/problem/1055	Platinum I	끝이없음	시뮬레이션	55	4.35
2424	https://www.acmicpc.net/problem/2424	Platinum I	부산의 해적	시뮬레이션	105	5.22
5860	https://www.acmicpc.net/problem/5860	Platinum I	Gangs of Instanbull/Cowstantinople	시뮬레이션	4	1.25
17081	https://www.acmicpc.net/problem/17081	Platinum I	RPG Extreme	시뮬레이션	60	3.45
1290	https://www.acmicpc.net/problem/1290	Diamond V	배럭	시뮬레이션	15	4.87
1665	https://www.acmicpc.net/problem/1665	Diamond IV	화물열차	시뮬레이션	42	3.07
3203	https://www.acmicpc.net/problem/3203	Diamond IV	프로그래밍 언어 Z	시뮬레이션	4	4.75
14435	https://www.acmicpc.net/problem/14435	Diamond III	놀이기구2	시뮬레이션	26	3.04
8242	https://www.acmicpc.net/problem/8242	Diamond II	Inspector	시뮬레이션	8	2.38
11619	https://www.acmicpc.net/problem/11619	Diamond II	Greenhouse Growth	시뮬레이션	10	4.3
17152	https://www.acmicpc.net/problem/17152	Diamond I	Checks Post Facto	시뮬레이션	3	3
14686	https://www.acmicpc.net/problem/14686	Bronze II	Sum Game	누적 합	67	1.28
14929	https://www.acmicpc.net/problem/14929	Bronze II	귀찮아 (SIB)	누적 합	211	2.06
2167	https://www.acmicpc.net/problem/2167	Bronze I	2차원 배열의 합	누적 합	6876	1.66
6168	https://www.acmicpc.net/problem/6168	Bronze I	Dining Cows	누적 합	72	2.01
2811	https://www.acmicpc.net/problem/2811	Silver V	상범이의 우울	누적 합	63	3.57
5874	https://www.acmicpc.net/problem/5874	Silver V	소를 찾아라	누적 합	110	1.55
6752	https://www.acmicpc.net/problem/6752	Silver V	Time on task	누적 합	8	1
17550	https://www.acmicpc.net/problem/17550	Silver V	Inquiry I	누적 합	29	1.52
2435	https://www.acmicpc.net/problem/2435	Silver IV	기상청 인턴 신현수	누적 합	514	2.01
6159	https://www.acmicpc.net/problem/6159	Silver IV	코스튬 파티	누적 합	155	1.5
8933	https://www.acmicpc.net/problem/8933	Silver IV	MCS	누적 합	57	2.26
10751	https://www.acmicpc.net/problem/10751	Silver IV	COW	누적 합	96	1.9
1639	https://www.acmicpc.net/problem/1639	Silver III	행운의 티켓	누적 합	119	2.04
2559	https://www.acmicpc.net/problem/2559	Silver III	수열	누적 합	1439	2.9
10211	https://www.acmicpc.net/problem/10211	Silver III	Maximum Subarray	누적 합	1104	2.36
11441	https://www.acmicpc.net/problem/11441	Silver III	합 구하기	누적 합	1502	1.89
11659	https://www.acmicpc.net/problem/11659	Silver III	구간 합 구하기 4	누적 합	4500	1.95
11955	https://www.acmicpc.net/problem/11955	Silver III	PROZOR	누적 합	47	1.55
11969	https://www.acmicpc.net/problem/11969	Silver III	Breed Counting	누적 합	309	1.39
15355	https://www.acmicpc.net/problem/15355	Silver III	Programiranje	누적 합	52	1.46
16139	https://www.acmicpc.net/problem/16139	Silver III	인간-컴퓨터 상호작용	누적 합	232	1.33
16713	https://www.acmicpc.net/problem/16713	Silver III	Generic Queries	누적 합	177	1.8
17390	https://www.acmicpc.net/problem/17390	Silver III	이건 꼭 풀어야 해!	누적 합	397	2.22
2725	https://www.acmicpc.net/problem/2725	Silver II	보이는 점의 개수	누적 합	600	1.88
5912	https://www.acmicpc.net/problem/5912	Silver II	Haybale Stacking	누적 합	59	1.76
14336	https://www.acmicpc.net/problem/14336	Silver II	Sums of Sums (Small)	누적 합	15	2
14453	https://www.acmicpc.net/problem/14453	Silver II	"Hoof, Paper, Scissors (Silver)"	누적 합	150	1.49
14465	https://www.acmicpc.net/problem/14465	Silver II	소가 길을 건너간 이유 5	누적 합	329	1.84
17123	https://www.acmicpc.net/problem/17123	Silver II	배열 놀이	누적 합	17	1.41
17882	https://www.acmicpc.net/problem/17882	Silver II	Tired Terry	누적 합	7	1.43
1451	https://www.acmicpc.net/problem/1451	Silver I	직사각형으로 나누기	누적 합	492	2.76
2015	https://www.acmicpc.net/problem/2015	Silver I	수들의 합 4	누적 합	263	3.03
2313	https://www.acmicpc.net/problem/2313	Silver I	보석 구매하기	누적 합	41	3.51
10713	https://www.acmicpc.net/problem/10713	Silver I	기차 여행	누적 합	244	2.35
11423	https://www.acmicpc.net/problem/11423	Silver I	Primes	누적 합	30	2.7
11660	https://www.acmicpc.net/problem/11660	Silver I	구간 합 구하기 5	누적 합	2904	1.79
16507	https://www.acmicpc.net/problem/16507	Silver I	어두운 건 무서워	누적 합	365	1.47
2571	https://www.acmicpc.net/problem/2571	Gold V	색종이 - 3	누적 합	254	1.85
2937	https://www.acmicpc.net/problem/2937	Gold V	블록 정리	누적 합	48	1.83
3020	https://www.acmicpc.net/problem/3020	Gold V	개똥벌레	누적 합	1932	2.47
8679	https://www.acmicpc.net/problem/8679	Gold V	Odwa?niki	누적 합	2	4
10427	https://www.acmicpc.net/problem/10427	Gold V	빚	누적 합	39	1.59
11974	https://www.acmicpc.net/problem/11974	Gold V	Subsequences Summing to Sevens	누적 합	117	2.11
13398	https://www.acmicpc.net/problem/13398	Gold V	연속합 2	누적 합	1448	3.47
15724	https://www.acmicpc.net/problem/15724	Gold V	주지수	누적 합	111	2.07
16973	https://www.acmicpc.net/problem/16973	Gold V	직사각형 탈출	누적 합	411	3.87
17037	https://www.acmicpc.net/problem/17037	Gold V	Painting the Barn (Silver)	누적 합	85	1.79
17425	https://www.acmicpc.net/problem/17425	Gold V	약수의 합	누적 합	102	2.63
18866	https://www.acmicpc.net/problem/18866	Gold V	젊은 날의 생이여	누적 합	42	3.67
5549	https://www.acmicpc.net/problem/5549	Gold IV	행성 탐사	누적 합	307	2.26
10986	https://www.acmicpc.net/problem/10986	Gold IV	나머지 합	누적 합	976	3.12
11950	https://www.acmicpc.net/problem/11950	Gold IV	2016 IOI	누적 합	172	1.53
11997	https://www.acmicpc.net/problem/11997	Gold IV	Load Balancing (Silver)	누적 합	123	2.15
14846	https://www.acmicpc.net/problem/14846	Gold IV	직사각형과 쿼리	누적 합	125	1.87
16691	https://www.acmicpc.net/problem/16691	Gold IV	House Numbers	누적 합	27	1.26
17305	https://www.acmicpc.net/problem/17305	Gold IV	사탕 배달	누적 합	124	3.94
17557	https://www.acmicpc.net/problem/17557	Gold IV	Monument Tour	누적 합	9	1
17594	https://www.acmicpc.net/problem/17594	Gold IV	Stop Counting!	누적 합	18	1.5
18431	https://www.acmicpc.net/problem/18431	Gold IV	Just Long Neckties	누적 합	30	1.73
1749	https://www.acmicpc.net/problem/1749	Gold III	점수따먹기	누적 합	70	3.37
1797	https://www.acmicpc.net/problem/1797	Gold III	균형잡힌 줄서기	누적 합	51	2.04
2143	https://www.acmicpc.net/problem/2143	Gold III	두 배열의 합	누적 합	1425	3.57
2829	https://www.acmicpc.net/problem/2829	Gold III	아름다운 행렬	누적 합	77	2.82
3673	https://www.acmicpc.net/problem/3673	Gold III	나눌 수 있는 부분 수열	누적 합	150	1.94
